Date,Month,Day,Predicted_Receipt_Count
2022-03-17,3,17,8486600.0
2022-03-18,3,18,8473139.0
2022-03-19,3,19,8459752.0
2022-03-20,3,20,8446378.0
2022-03-21,3,21,8433021.0
2022-03-22,3,22,8419669.0
2022-03-23,3,23,8406314.0
2022-03-24,3,24,8392948.0
2022-03-25,3,25,8379583.5
2022-03-26,3,26,8366215.5
2022-03-27,3,27,8352847.5
2022-03-28,3,28,8339479.0
2022-03-29,3,29,8326111.5
2022-03-30,3,30,8312744.0
2022-03-31,3,31,8299377.0
2022-04-01,4,1,8974436.0
2022-04-02,4,2,8807973.0
2022-04-03,4,3,8807114.0
2022-04-04,4,4,8774217.0
2022-04-05,4,5,8748054.0
2022-04-06,4,6,8721003.0
2022-04-07,4,7,8694551.0
2022-04-08,4,8,8668394.0
2022-04-09,4,9,8664118.0
2022-04-10,4,10,8650587.0
2022-04-11,4,11,8639221.0
2022-04-12,4,12,8626767.0
2022-04-13,4,13,8614093.0
2022-04-14,4,14,8601011.0
2022-04-15,4,15,8587588.0
2022-04-16,4,16,8573832.0
2022-04-17,4,17,8560437.0
2022-04-18,4,18,8546968.0
2022-04-19,4,19,8533579.0
2022-04-20,4,20,8520204.0
2022-04-21,4,21,8506849.0
2022-04-22,4,22,8493498.0
2022-04-23,4,23,8480144.0
2022-04-24,4,24,8466778.0
2022-04-25,4,25,8453413.0
2022-04-26,4,26,8440045.0
2022-04-27,4,27,8426677.0
2022-04-28,4,28,8413309.0
2022-04-29,4,29,8399941.0
2022-04-30,4,30,8386573.5
2022-05-01,5,1,9042784.0
2022-05-02,5,2,8880512.0
2022-05-03,5,3,8879311.0
2022-05-04,5,4,8846949.0
2022-05-05,5,5,8821136.0
2022-05-06,5,6,8794460.0
2022-05-07,5,7,8768366.0
2022-05-08,5,8,8742559.0
2022-05-09,5,9,8738034.0
2022-05-10,5,10,8724508.0
2022-05-11,5,11,8713087.0
2022-05-12,5,12,8700608.0
2022-05-13,5,13,8687915.0
2022-05-14,5,14,8674825.0
2022-05-15,5,15,8661404.0
2022-05-16,5,16,8647659.0
2022-05-17,5,17,8634264.0
2022-05-18,5,18,8620798.0
2022-05-19,5,19,8607410.0
2022-05-20,5,20,8594035.0
2022-05-21,5,21,8580679.0
2022-05-22,5,22,8567328.0
2022-05-23,5,23,8553973.0
2022-05-24,5,24,8540608.0
2022-05-25,5,25,8527243.0
2022-05-26,5,26,8513875.0
2022-05-27,5,27,8500507.0
2022-05-28,5,28,8487138.0
2022-05-29,5,29,8473771.0
2022-05-30,5,30,8460403.0
2022-05-31,5,31,8447036.0
2022-06-01,6,1,9122095.0
2022-06-02,6,2,8955632.0
2022-06-03,6,3,8954773.0
2022-06-04,6,4,8921876.0
2022-06-05,6,5,8895713.0
2022-06-06,6,6,8868663.0
2022-06-07,6,7,8842210.0
2022-06-08,6,8,8816053.0
2022-06-09,6,9,8811777.0
2022-06-10,6,10,8798246.0
2022-06-11,6,11,8786880.0
2022-06-12,6,12,8774427.0
2022-06-13,6,13,8761752.0
2022-06-14,6,14,8748670.0
2022-06-15,6,15,8735247.0
2022-06-16,6,16,8721492.0
2022-06-17,6,17,8708096.0
2022-06-18,6,18,8694627.0
2022-06-19,6,19,8681238.0
2022-06-20,6,20,8667864.0
2022-06-21,6,21,8654508.0
2022-06-22,6,22,8641157.0
2022-06-23,6,23,8627803.0
2022-06-24,6,24,8614437.0
2022-06-25,6,25,8601073.0
2022-06-26,6,26,8587704.0
2022-06-27,6,27,8574336.0
2022-06-28,6,28,8560968.0
2022-06-29,6,29,8547600.0
2022-06-30,6,30,8534233.0
2022-07-01,7,1,9190443.0
2022-07-02,7,2,9028171.0
2022-07-03,7,3,9026970.0
2022-07-04,7,4,8994608.0
2022-07-05,7,5,8968795.0
2022-07-06,7,6,8942119.0
2022-07-07,7,7,8916025.0
2022-07-08,7,8,8890218.0
2022-07-09,7,9,8885694.0
2022-07-10,7,10,8872167.0
2022-07-11,7,11,8860746.0
2022-07-12,7,12,8848268.0
2022-07-13,7,13,8835574.0
2022-07-14,7,14,8822484.0
2022-07-15,7,15,8809063.0
2022-07-16,7,16,8795318.0
2022-07-17,7,17,8781923.0
2022-07-18,7,18,8768457.0
2022-07-19,7,19,8755069.0
2022-07-20,7,20,8741694.0
2022-07-21,7,21,8728338.0
2022-07-22,7,22,8714987.0
2022-07-23,7,23,8701633.0
2022-07-24,7,24,8688267.0
2022-07-25,7,25,8674902.0
2022-07-26,7,26,8661534.0
2022-07-27,7,27,8648166.0
2022-07-28,7,28,8634798.0
2022-07-29,7,29,8621430.0
2022-07-30,7,30,8608062.0
2022-07-31,7,31,8594696.0
2022-08-01,8,1,9269754.0
2022-08-02,8,2,9103291.0
2022-08-03,8,3,9102433.0
2022-08-04,8,4,9069535.0
2022-08-05,8,5,9043372.0
2022-08-06,8,6,9016322.0
2022-08-07,8,7,8989869.0
2022-08-08,8,8,8963712.0
2022-08-09,8,9,8959437.0
2022-08-10,8,10,8945905.0
2022-08-11,8,11,8934539.0
2022-08-12,8,12,8922086.0
2022-08-13,8,13,8909411.0
2022-08-14,8,14,8896329.0
2022-08-15,8,15,8882907.0
2022-08-16,8,16,8869151.0
2022-08-17,8,17,8855755.0
2022-08-18,8,18,8842286.0
2022-08-19,8,19,8828898.0
2022-08-20,8,20,8815523.0
2022-08-21,8,21,8802167.0
2022-08-22,8,22,8788816.0
2022-08-23,8,23,8775462.0
2022-08-24,8,24,8762096.0
2022-08-25,8,25,8748732.0
2022-08-26,8,26,8735364.0
2022-08-27,8,27,8721996.0
2022-08-28,8,28,8708627.0
2022-08-29,8,29,8695260.0
2022-08-30,8,30,8681892.0
2022-08-31,8,31,8668525.0
2022-09-01,9,1,9343584.0
2022-09-02,9,2,9177121.0
2022-09-03,9,3,9176262.0
2022-09-04,9,4,9143365.0
2022-09-05,9,5,9117202.0
2022-09-06,9,6,9090152.0
2022-09-07,9,7,9063699.0
2022-09-08,9,8,9037542.0
2022-09-09,9,9,9033266.0
2022-09-10,9,10,9019735.0
2022-09-11,9,11,9008369.0
2022-09-12,9,12,8995915.0
2022-09-13,9,13,8983241.0
2022-09-14,9,14,8970159.0
2022-09-15,9,15,8956736.0
2022-09-16,9,16,8942980.0
2022-09-17,9,17,8929585.0
2022-09-18,9,18,8916116.0
2022-09-19,9,19,8902727.0
2022-09-20,9,20,8889352.0
2022-09-21,9,21,8875997.0
2022-09-22,9,22,8862646.0
2022-09-23,9,23,8849292.0
2022-09-24,9,24,8835926.0
2022-09-25,9,25,8822561.0
2022-09-26,9,26,8809193.0
2022-09-27,9,27,8795825.0
2022-09-28,9,28,8782457.0
2022-09-29,9,29,8769089.0
2022-09-30,9,30,8755722.0
2022-10-01,10,1,9411932.0
2022-10-02,10,2,9249660.0
2022-10-03,10,3,9248459.0
2022-10-04,10,4,9216097.0
2022-10-05,10,5,9190284.0
2022-10-06,10,6,9163608.0
2022-10-07,10,7,9137514.0
2022-10-08,10,8,9111707.0
2022-10-09,10,9,9107183.0
2022-10-10,10,10,9093656.0
2022-10-11,10,11,9082235.0
2022-10-12,10,12,9069756.0
2022-10-13,10,13,9057063.0
2022-10-14,10,14,9043973.0
2022-10-15,10,15,9030552.0
2022-10-16,10,16,9016807.0
2022-10-17,10,17,9003412.0
2022-10-18,10,18,8989946.0
2022-10-19,10,19,8976558.0
2022-10-20,10,20,8963183.0
2022-10-21,10,21,8949827.0
2022-10-22,10,22,8936476.0
2022-10-23,10,23,8923121.0
2022-10-24,10,24,8909756.0
2022-10-25,10,25,8896391.0
2022-10-26,10,26,8883023.0
2022-10-27,10,27,8869655.0
2022-10-28,10,28,8856287.0
2022-10-29,10,29,8842919.0
2022-10-30,10,30,8829551.0
2022-10-31,10,31,8816184.0
2022-11-01,11,1,9491243.0
2022-11-02,11,2,9324780.0
2022-11-03,11,3,9323921.0
2022-11-04,11,4,9291024.0
2022-11-05,11,5,9264861.0
2022-11-06,11,6,9237811.0
2022-11-07,11,7,9211358.0
2022-11-08,11,8,9185201.0
2022-11-09,11,9,9180925.0
2022-11-10,11,10,9167394.0
2022-11-11,11,11,9156028.0
2022-11-12,11,12,9143575.0
2022-11-13,11,13,9130900.0
2022-11-14,11,14,9117818.0
2022-11-15,11,15,9104395.0
2022-11-16,11,16,9090640.0
2022-11-17,11,17,9077244.0
2022-11-18,11,18,9063775.0
2022-11-19,11,19,9050386.0
2022-11-20,11,20,9037012.0
2022-11-21,11,21,9023656.0
2022-11-22,11,22,9010305.0
2022-11-23,11,23,8996951.0
2022-11-24,11,24,8983585.0
2022-11-25,11,25,8970221.0
2022-11-26,11,26,8956852.0
2022-11-27,11,27,8943485.0
2022-11-28,11,28,8930116.0
2022-11-29,11,29,8916748.0
2022-11-30,11,30,8903381.0
2022-12-01,12,1,9559591.0
2022-12-02,12,2,9397319.0
2022-12-03,12,3,9396118.0
2022-12-04,12,4,9363756.0
2022-12-05,12,5,9337943.0
2022-12-06,12,6,9311268.0
2022-12-07,12,7,9285173.0
2022-12-08,12,8,9259366.0
2022-12-09,12,9,9254842.0
2022-12-10,12,10,9241315.0
2022-12-11,12,11,9229894.0
2022-12-12,12,12,9217416.0
2022-12-13,12,13,9204722.0
2022-12-14,12,14,9191632.0
2022-12-15,12,15,9178211.0
2022-12-16,12,16,9164466.0
2022-12-17,12,17,9151071.0
2022-12-18,12,18,9137605.0
2022-12-19,12,19,9124217.0
2022-12-20,12,20,9110842.0
2022-12-21,12,21,9097486.0
2022-12-22,12,22,9084135.0
2022-12-23,12,23,9070781.0
2022-12-24,12,24,9057415.0
2022-12-25,12,25,9044050.0
2022-12-26,12,26,9030682.0
2022-12-27,12,27,9017314.0
2022-12-28,12,28,9003946.0
2022-12-29,12,29,8990578.0
2022-12-30,12,30,8977211.0
2022-12-31,12,31,8963843.0
